#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCNA2	CDKN3	9606.ENSP00000481380	9606.ENSP00000335357	0	0	0	0	0.816	0	0	0.725	0.947
CCNA2	CENPA	9606.ENSP00000481380	9606.ENSP00000336868	0	0	0	0	0.982	0	0	0.482	0.990
CCNA2	UBE2C	9606.ENSP00000481380	9606.ENSP00000348838	0	0	0	0	0.926	0.081	0.500	0.858	0.994
CCNA2	DNMT1	9606.ENSP00000481380	9606.ENSP00000352516	0	0	0	0	0.230	0.068	0	0.373	0.511
CCNA2	IQGAP3	9606.ENSP00000481380	9606.ENSP00000354451	0	0	0	0	0.441	0	0	0.080	0.464
CCNA2	EXO1	9606.ENSP00000481380	9606.ENSP00000355506	0	0	0	0	0.733	0.324	0	0.382	0.879
CCNA2	CENPF	9606.ENSP00000481380	9606.ENSP00000355922	0	0	0	0	0.832	0	0	0.680	0.944
CCNA2	DTL	9606.ENSP00000481380	9606.ENSP00000355958	0	0	0	0	0.778	0.292	0	0.458	0.907
CCNA2	DKC1	9606.ENSP00000481380	9606.ENSP00000358563	0	0	0	0	0.151	0	0.400	0.304	0.614
CCNA2	TTK	9606.ENSP00000481380	9606.ENSP00000358813	0	0	0	0	0.886	0	0	0.492	0.939
CCNA2	CEP55	9606.ENSP00000481380	9606.ENSP00000360540	0	0	0	0	0.822	0	0	0.586	0.923
CCNA2	STIL	9606.ENSP00000481380	9606.ENSP00000360944	0	0	0	0	0.449	0.065	0	0.210	0.558
CCNA2	RAD54L	9606.ENSP00000481380	9606.ENSP00000361043	0	0	0	0	0.461	0	0	0.269	0.589
CCNA2	KIF2C	9606.ENSP00000481380	9606.ENSP00000361298	0	0	0	0	0.857	0	0	0.661	0.949
CCNA2	CDC20	9606.ENSP00000481380	9606.ENSP00000361540	0	0	0	0	0.897	0.999	0.500	0.970	0.999
CCNA2	DNTTIP1	9606.ENSP00000481380	9606.ENSP00000361705	0	0	0	0	0.042	0.461	0	0.254	0.581
CCNA2	CDCA8	9606.ENSP00000481380	9606.ENSP00000362146	0	0	0	0	0.909	0	0	0.493	0.952
CCNA2	KIF4A	9606.ENSP00000481380	9606.ENSP00000363524	0	0	0	0	0.828	0	0	0.417	0.895
CCNA2	TFDP1	9606.ENSP00000481380	9606.ENSP00000364519	0	0	0	0	0.229	0.180	0.500	0.615	0.862
CCNA2	CKS2	9606.ENSP00000481380	9606.ENSP00000364976	0	0	0	0	0.518	0.850	0	0.872	0.990
CCNA2	RFC4	9606.ENSP00000481380	9606.ENSP00000376272	0	0	0	0	0.455	0	0	0.578	0.760
CCNA2	HMMR	9606.ENSP00000481380	9606.ENSP00000377492	0	0	0	0	0.802	0	0	0.619	0.921
CCNA2	PTTG1	9606.ENSP00000481380	9606.ENSP00000377536	0	0	0	0	0.808	0	0	0.672	0.934
CCNA2	PRC1	9606.ENSP00000481380	9606.ENSP00000377793	0	0	0	0	0.844	0.292	0	0.249	0.910
CCNA2	KIF20A	9606.ENSP00000481380	9606.ENSP00000378356	0	0	0	0	0.920	0	0	0.689	0.974
CCNA2	CHEK1	9606.ENSP00000481380	9606.ENSP00000391090	0	0	0	0	0.790	0	0	0.721	0.939
CCNA2	E2F5	9606.ENSP00000481380	9606.ENSP00000398124	0	0	0	0	0.081	0.111	0.500	0.515	0.775
CCNA2	TOP2A	9606.ENSP00000481380	9606.ENSP00000411532	0	0	0	0	0.869	0	0	0.868	0.982
CCNA2	PBK	9606.ENSP00000481380	9606.ENSP00000428489	0	0	0	0	0.868	0.046	0	0.585	0.943
CCNA2	CDCA3	9606.ENSP00000481380	9606.ENSP00000442068	0	0	0	0	0.898	0	0	0.435	0.940
CCNA2	TIMELESS	9606.ENSP00000481380	9606.ENSP00000450607	0	0	0	0	0.276	0	0	0.218	0.410
CCNA2	TK1	9606.ENSP00000481380	9606.ENSP00000468425	0	0	0	0	0.482	0	0	0.593	0.780
CCNA2	MYC	9606.ENSP00000481380	9606.ENSP00000478887	0	0	0	0	0.087	0	0	0.720	0.734
CCNA2	UHRF1	9606.ENSP00000481380	9606.ENSP00000479617	0	0	0	0	0.626	0	0	0.338	0.742
CCNA2	MCM3	9606.ENSP00000481380	9606.ENSP00000480987	0	0.008	0	0	0.488	0	0.400	0.608	0.869
CCNA2	UBE2T	9606.ENSP00000481380	9606.ENSP00000494957	0	0	0	0	0.474	0.101	0	0.294	0.637
CCNA2	NUSAP1	9606.ENSP00000481380	9606.ENSP00000499238	0	0	0	0	0.856	0	0	0.480	0.922
CCNB1	TRIP13	9606.ENSP00000256442	9606.ENSP00000166345	0	0	0	0	0.686	0.112	0	0.331	0.797
CCNB1	RNASEH2A	9606.ENSP00000256442	9606.ENSP00000221486	0	0	0	0	0.379	0	0	0.167	0.461
CCNB1	RAD51AP1	9606.ENSP00000256442	9606.ENSP00000228843	0	0	0	0	0.480	0	0	0.295	0.618
CCNB1	CDC25B	9606.ENSP00000256442	9606.ENSP00000245960	0	0	0	0	0.160	0.376	0.500	0.837	0.951
CCNB1	MET	9606.ENSP00000256442	9606.ENSP00000317272	0	0	0	0	0.063	0.098	0	0.350	0.402
CCNB1	E2F5	9606.ENSP00000256442	9606.ENSP00000398124	0	0	0	0	0.087	0	0	0.380	0.410
CCNB1	TFDP1	9606.ENSP00000256442	9606.ENSP00000364519	0	0	0	0	0.132	0.053	0	0.361	0.429
CCNB1	CXCL1	9606.ENSP00000256442	9606.ENSP00000379110	0	0	0	0	0.047	0	0	0.474	0.477
CCNB1	LMNB2	9606.ENSP00000256442	9606.ENSP00000327054	0	0	0	0	0.312	0	0	0.315	0.509
CCNB1	STIL	9606.ENSP00000256442	9606.ENSP00000360944	0	0	0	0	0.397	0	0	0.247	0.527
CCNB1	CDCA7	9606.ENSP00000256442	9606.ENSP00000306968	0	0	0	0	0.324	0.098	0	0.305	0.540
CCNB1	RCC2	9606.ENSP00000256442	9606.ENSP00000364585	0	0	0	0	0.177	0	0.400	0.158	0.548
CCNB1	RAD54L	9606.ENSP00000256442	9606.ENSP00000361043	0	0	0	0	0.382	0.094	0	0.271	0.556
CCNB1	UHRF1	9606.ENSP00000256442	9606.ENSP00000479617	0	0	0	0	0.415	0	0	0.289	0.567
CCNB1	PRKDC	9606.ENSP00000256442	9606.ENSP00000313420	0	0	0	0	0.115	0.314	0	0.399	0.603
CCNB1	MCM2	9606.ENSP00000256442	9606.ENSP00000265056	0	0.005	0	0	0.407	0.140	0	0.294	0.608
CCNB1	DNMT1	9606.ENSP00000256442	9606.ENSP00000352516	0	0	0	0	0.198	0.296	0	0.361	0.608
CCNB1	TROAP	9606.ENSP00000256442	9606.ENSP00000257909	0	0	0	0	0.545	0	0	0.211	0.626
CCNB1	DTL	9606.ENSP00000256442	9606.ENSP00000355958	0	0	0	0	0.523	0	0	0.281	0.643
CCNB1	RFC4	9606.ENSP00000256442	9606.ENSP00000376272	0	0	0	0	0.386	0.050	0	0.450	0.651
CCNB1	MCM7	9606.ENSP00000256442	9606.ENSP00000307288	0	0.018	0	0	0.379	0.053	0	0.480	0.667
CCNB1	TACC3	9606.ENSP00000256442	9606.ENSP00000326550	0	0	0	0	0.514	0.126	0	0.356	0.703
CCNB1	EXO1	9606.ENSP00000256442	9606.ENSP00000355506	0	0	0	0	0.521	0.328	0	0.350	0.773
CCNB1	MCM3	9606.ENSP00000256442	9606.ENSP00000480987	0	0.007	0	0	0.392	0.078	0	0.633	0.776
CCNB1	PCLAF	9606.ENSP00000256442	9606.ENSP00000300035	0	0	0	0	0.542	0	0	0.574	0.796
CCNB1	CDT1	9606.ENSP00000256442	9606.ENSP00000301019	0	0	0	0	0.443	0.309	0	0.517	0.798
CCNB1	TYMS	9606.ENSP00000256442	9606.ENSP00000315644	0	0	0	0	0.510	0	0	0.688	0.841
CCNB1	UBE2T	9606.ENSP00000256442	9606.ENSP00000494957	0	0	0	0	0.790	0.072	0	0.296	0.851
CCNB1	CDCA5	9606.ENSP00000256442	9606.ENSP00000275517	0	0	0	0	0.639	0	0.400	0.445	0.869
CCNB1	MCM4	9606.ENSP00000256442	9606.ENSP00000262105	0	0.010	0	0	0.434	0.093	0	0.766	0.869
CCNB1	MYC	9606.ENSP00000256442	9606.ENSP00000478887	0	0	0	0	0.085	0.292	0	0.818	0.872
CCNB1	TK1	9606.ENSP00000256442	9606.ENSP00000468425	0	0	0	0	0.726	0	0	0.576	0.879
CCNB1	KIF15	9606.ENSP00000256442	9606.ENSP00000324020	0	0	0	0	0.812	0.062	0	0.565	0.916
CCNB1	NUSAP1	9606.ENSP00000256442	9606.ENSP00000499238	0	0	0	0	0.840	0	0	0.543	0.923
CCNB1	KIF4A	9606.ENSP00000256442	9606.ENSP00000363524	0	0	0	0	0.820	0	0	0.636	0.931
CCNB1	PRC1	9606.ENSP00000256442	9606.ENSP00000377793	0	0	0	0	0.825	0.356	0	0.452	0.932
CCNB1	CHEK1	9606.ENSP00000256442	9606.ENSP00000391090	0	0	0	0	0.449	0.069	0	0.885	0.935
CCNB1	TTK	9606.ENSP00000256442	9606.ENSP00000358813	0	0	0	0	0.783	0.071	0	0.706	0.936
CCNB1	CDCA3	9606.ENSP00000256442	9606.ENSP00000442068	0	0	0	0	0.890	0	0	0.446	0.936
CCNB1	CDK4	9606.ENSP00000256442	9606.ENSP00000257904	0	0	0	0	0.419	0.306	0	0.864	0.940
CCNB1	CEP55	9606.ENSP00000256442	9606.ENSP00000360540	0	0	0	0	0.814	0	0	0.693	0.940
CCNB1	CDKN3	9606.ENSP00000256442	9606.ENSP00000335357	0	0	0	0	0.812	0.175	0	0.650	0.941
CCNB1	HMMR	9606.ENSP00000256442	9606.ENSP00000377492	0	0	0	0	0.799	0.091	0	0.709	0.942
CCNB1	TPX2	9606.ENSP00000256442	9606.ENSP00000300403	0	0	0	0	0.836	0.045	0	0.703	0.949
CCNB1	CENPA	9606.ENSP00000256442	9606.ENSP00000336868	0	0	0	0	0.826	0.047	0.400	0.584	0.953
CCNB1	KIF20A	9606.ENSP00000256442	9606.ENSP00000378356	0	0	0	0	0.843	0	0	0.722	0.954
CCNB1	PBK	9606.ENSP00000256442	9606.ENSP00000428489	0	0	0	0	0.858	0.098	0	0.729	0.962
CCNB1	KIF2C	9606.ENSP00000256442	9606.ENSP00000361298	0	0	0	0	0.813	0	0.400	0.724	0.966
CCNB1	KIF11	9606.ENSP00000256442	9606.ENSP00000260731	0	0	0	0	0.849	0.136	0	0.762	0.966
CCNB1	MELK	9606.ENSP00000256442	9606.ENSP00000298048	0	0	0	0	0.849	0.126	0	0.808	0.972
CCNB1	PTTG1	9606.ENSP00000256442	9606.ENSP00000377536	0	0	0	0	0.854	0	0	0.899	0.984
CCNB1	CDCA8	9606.ENSP00000256442	9606.ENSP00000362146	0	0	0	0	0.843	0	0.400	0.878	0.987
CCNB1	CENPF	9606.ENSP00000256442	9606.ENSP00000355922	0	0	0	0	0.832	0	0.720	0.773	0.988
CCNB1	MAD2L1	9606.ENSP00000256442	9606.ENSP00000296509	0	0	0	0	0.812	0.127	0.400	0.899	0.988
CCNB1	TOP2A	9606.ENSP00000256442	9606.ENSP00000411532	0	0	0	0	0.859	0.052	0	0.925	0.989
CCNB1	UBE2C	9606.ENSP00000256442	9606.ENSP00000348838	0	0	0	0	0.859	0.072	0.500	0.877	0.990
CCNB1	CDC25A	9606.ENSP00000256442	9606.ENSP00000303706	0	0	0	0	0.399	0.659	0.900	0.804	0.995
CCNB1	CCNB2	9606.ENSP00000256442	9606.ENSP00000288207	0	0	0.067	0.942	0.785	0.803	0.900	0.741	0.998
CCNB1	CKS1B	9606.ENSP00000256442	9606.ENSP00000311083	0	0	0	0	0.533	0.978	0	0.902	0.998
CCNB1	CKS2	9606.ENSP00000256442	9606.ENSP00000364976	0	0	0	0	0.688	0.978	0	0.922	0.999
CCNB1	CDC20	9606.ENSP00000256442	9606.ENSP00000361540	0	0	0	0	0.910	0.989	0.900	0.970	0.999
CCNB2	TRIP13	9606.ENSP00000288207	9606.ENSP00000166345	0	0	0	0	0.584	0.112	0	0.355	0.741
CCNB2	RNASEH2A	9606.ENSP00000288207	9606.ENSP00000221486	0	0	0	0	0.377	0	0	0.137	0.440
CCNB2	RAD51AP1	9606.ENSP00000288207	9606.ENSP00000228843	0	0	0	0	0.462	0	0	0.526	0.734
CCNB2	CDC25B	9606.ENSP00000288207	9606.ENSP00000245960	0	0	0	0	0.155	0.114	0.500	0.641	0.847
CCNB2	CDK4	9606.ENSP00000288207	9606.ENSP00000257904	0	0	0	0	0.418	0.306	0	0.504	0.782
CCNB2	TROAP	9606.ENSP00000288207	9606.ENSP00000257909	0	0	0	0	0.564	0	0	0.282	0.674
CCNB2	KIF11	9606.ENSP00000288207	9606.ENSP00000260731	0	0	0	0	0.841	0.136	0	0.629	0.944
CCNB2	MCM4	9606.ENSP00000288207	9606.ENSP00000262105	0	0.012	0	0	0.528	0.093	0	0.712	0.866
CCNB2	MCM2	9606.ENSP00000288207	9606.ENSP00000265056	0	0.007	0	0	0.474	0.659	0	0.350	0.873
CCNB2	CDCA5	9606.ENSP00000288207	9606.ENSP00000275517	0	0	0	0	0.786	0	0.400	0.782	0.969
CCNB2	TIMELESS	9606.ENSP00000288207	9606.ENSP00000450607	0	0	0	0	0.339	0	0	0.148	0.413
CCNB2	TFDP1	9606.ENSP00000288207	9606.ENSP00000364519	0	0	0	0	0.137	0.053	0	0.344	0.417
CCNB2	IQGAP3	9606.ENSP00000288207	9606.ENSP00000354451	0	0	0	0	0.314	0.089	0	0.147	0.420
CCNB2	MYC	9606.ENSP00000288207	9606.ENSP00000478887	0	0	0	0	0.099	0	0	0.402	0.438
CCNB2	STIL	9606.ENSP00000288207	9606.ENSP00000360944	0	0	0	0	0.383	0	0	0.167	0.464
CCNB2	HMGB2	9606.ENSP00000288207	9606.ENSP00000296503	0	0	0	0	0.411	0.051	0	0.126	0.469
CCNB2	UHRF1	9606.ENSP00000288207	9606.ENSP00000479617	0	0	0	0	0.331	0	0	0.314	0.522
CCNB2	RCC2	9606.ENSP00000288207	9606.ENSP00000364585	0	0	0	0	0.182	0	0.400	0.153	0.548
CCNB2	DTL	9606.ENSP00000288207	9606.ENSP00000355958	0	0	0	0	0.475	0	0	0.199	0.562
CCNB2	CDCA7	9606.ENSP00000288207	9606.ENSP00000306968	0	0	0	0	0.356	0.098	0	0.380	0.609
CCNB2	RAD54L	9606.ENSP00000288207	9606.ENSP00000361043	0	0	0	0	0.400	0.094	0	0.345	0.613
CCNB2	UBE2T	9606.ENSP00000288207	9606.ENSP00000494957	0	0	0	0	0.487	0.072	0	0.346	0.662
CCNB2	MCM3	9606.ENSP00000288207	9606.ENSP00000480987	0	0.009	0	0	0.374	0.078	0	0.472	0.668
CCNB2	TACC3	9606.ENSP00000288207	9606.ENSP00000326550	0	0	0	0	0.490	0.126	0	0.318	0.670
CCNB2	EXO1	9606.ENSP00000288207	9606.ENSP00000355506	0	0	0	0	0.523	0.091	0	0.456	0.744
CCNB2	MCM7	9606.ENSP00000288207	9606.ENSP00000307288	0	0.023	0	0	0.381	0.053	0	0.611	0.752
CCNB2	RFC4	9606.ENSP00000288207	9606.ENSP00000376272	0	0	0	0	0.370	0.050	0	0.670	0.785
CCNB2	CDT1	9606.ENSP00000288207	9606.ENSP00000301019	0	0	0	0	0.541	0.065	0	0.619	0.822
CCNB2	KIF15	9606.ENSP00000288207	9606.ENSP00000324020	0	0	0	0	0.589	0.062	0	0.591	0.828
CCNB2	CHEK1	9606.ENSP00000288207	9606.ENSP00000391090	0	0	0	0	0.534	0.069	0	0.647	0.833
CCNB2	KIF4A	9606.ENSP00000288207	9606.ENSP00000363524	0	0	0	0	0.724	0	0	0.529	0.864
CCNB2	TYMS	9606.ENSP00000288207	9606.ENSP00000315644	0	0	0	0	0.798	0	0	0.374	0.868
CCNB2	TK1	9606.ENSP00000288207	9606.ENSP00000468425	0	0	0	0	0.728	0	0	0.578	0.880
CCNB2	PBK	9606.ENSP00000288207	9606.ENSP00000428489	0	0	0	0	0.763	0.098	0	0.486	0.880
CCNB2	PCLAF	9606.ENSP00000288207	9606.ENSP00000300035	0	0	0	0	0.807	0	0	0.413	0.882
CCNB2	HMMR	9606.ENSP00000288207	9606.ENSP00000377492	0	0	0	0	0.796	0.091	0	0.446	0.888
CCNB2	CDKN3	9606.ENSP00000288207	9606.ENSP00000335357	0	0	0	0	0.815	0.175	0	0.358	0.893
CCNB2	CEP55	9606.ENSP00000288207	9606.ENSP00000360540	0	0	0	0	0.811	0	0	0.529	0.907
CCNB2	CDCA3	9606.ENSP00000288207	9606.ENSP00000442068	0	0	0	0	0.827	0	0	0.518	0.913
CCNB2	PRC1	9606.ENSP00000288207	9606.ENSP00000377793	0	0	0	0	0.824	0.128	0	0.554	0.925
CCNB2	KIF20A	9606.ENSP00000288207	9606.ENSP00000378356	0	0	0	0	0.842	0	0	0.624	0.938
CCNB2	CKS1B	9606.ENSP00000288207	9606.ENSP00000311083	0	0	0	0	0.569	0.807	0	0.478	0.952
CCNB2	TPX2	9606.ENSP00000288207	9606.ENSP00000300403	0	0	0	0	0.835	0.045	0	0.725	0.953
CCNB2	TTK	9606.ENSP00000288207	9606.ENSP00000358813	0	0	0	0	0.852	0.071	0	0.736	0.960
CCNB2	MAD2L1	9606.ENSP00000288207	9606.ENSP00000296509	0	0	0	0	0.615	0.127	0.400	0.835	0.962
CCNB2	NUSAP1	9606.ENSP00000288207	9606.ENSP00000499238	0	0	0	0	0.848	0	0	0.761	0.962
CCNB2	UBE2C	9606.ENSP00000288207	9606.ENSP00000348838	0	0	0	0	0.861	0.072	0	0.774	0.968
CCNB2	PTTG1	9606.ENSP00000288207	9606.ENSP00000377536	0	0	0	0	0.863	0	0	0.790	0.970
CCNB2	KIF2C	9606.ENSP00000288207	9606.ENSP00000361298	0	0	0	0	0.823	0	0.400	0.753	0.971
CCNB2	CDC25A	9606.ENSP00000288207	9606.ENSP00000303706	0	0	0	0	0.394	0.114	0.900	0.570	0.973
CCNB2	CDCA8	9606.ENSP00000288207	9606.ENSP00000362146	0	0	0	0	0.754	0	0.400	0.838	0.974
CCNB2	CENPF	9606.ENSP00000288207	9606.ENSP00000355922	0	0	0	0	0.828	0	0.400	0.767	0.974
CCNB2	MELK	9606.ENSP00000288207	9606.ENSP00000298048	0	0	0	0	0.852	0.126	0	0.822	0.975
CCNB2	CENPA	9606.ENSP00000288207	9606.ENSP00000336868	0	0	0	0	0.832	0.047	0.400	0.772	0.975
CCNB2	TOP2A	9606.ENSP00000288207	9606.ENSP00000411532	0	0	0	0	0.875	0.052	0	0.809	0.975
CCNB2	CKS2	9606.ENSP00000288207	9606.ENSP00000364976	0	0	0	0	0.560	0.797	0	0.759	0.976
CCNB2	CDC20	9606.ENSP00000288207	9606.ENSP00000361540	0	0	0	0	0.947	0.312	0.900	0.870	0.999
CCT2	FBL	9606.ENSP00000299300	9606.ENSP00000221801	0	0	0	0	0.477	0	0	0.138	0.530
CCT2	HSPE1	9606.ENSP00000299300	9606.ENSP00000233893	0.075	0	0	0	0.646	0.549	0	0.371	0.894
CCT2	TRAP1	9606.ENSP00000299300	9606.ENSP00000246957	0	0	0	0	0.368	0.127	0	0.116	0.470
CCT2	CDK4	9606.ENSP00000299300	9606.ENSP00000257904	0	0	0	0	0.220	0.091	0	0.417	0.551
CCT2	WDR12	9606.ENSP00000299300	9606.ENSP00000261015	0	0	0	0	0.425	0	0	0.209	0.526
CCT2	SNRPF	9606.ENSP00000299300	9606.ENSP00000266735	0	0	0	0	0.421	0.095	0	0	0.454
CCT2	RANBP1	9606.ENSP00000299300	9606.ENSP00000401564	0	0	0	0	0.377	0.066	0	0.093	0.426
CCT2	RPS21	9606.ENSP00000299300	9606.ENSP00000345957	0	0	0	0	0.424	0	0	0.066	0.439
CCT2	POLR1C	9606.ENSP00000299300	9606.ENSP00000496044	0	0	0	0	0.274	0.125	0	0.198	0.446
CCT2	RPS7	9606.ENSP00000299300	9606.ENSP00000495273	0	0	0	0	0.465	0.071	0	0	0.482
CCT2	TOP2A	9606.ENSP00000299300	9606.ENSP00000411532	0.043	0	0	0	0.166	0	0	0.403	0.482
CCT2	PPA1	9606.ENSP00000299300	9606.ENSP00000362329	0	0	0	0	0.399	0	0	0.192	0.493
CCT2	GNG4	9606.ENSP00000299300	9606.ENSP00000398629	0	0	0	0	0.056	0	0.500	0	0.507
CCT2	IMPDH2	9606.ENSP00000299300	9606.ENSP00000321584	0.054	0	0	0	0.374	0.091	0	0.249	0.542
CCT2	PAICS	9606.ENSP00000299300	9606.ENSP00000382595	0.056	0	0	0	0.548	0	0	0.105	0.585
CCT2	HSPH1	9606.ENSP00000299300	9606.ENSP00000487365	0.043	0	0	0	0.418	0.293	0	0.141	0.617
CCT2	HSPD1	9606.ENSP00000299300	9606.ENSP00000340019	0	0	0	0.564	0.583	0	0	0.236	0.668
CCT2	CDC20	9606.ENSP00000299300	9606.ENSP00000361540	0	0	0	0	0.155	0.994	0	0.316	0.996
CD209	CXCL10	9606.ENSP00000315477	9606.ENSP00000305651	0	0	0	0	0.104	0	0	0.485	0.519
CD209	CD46	9606.ENSP00000315477	9606.ENSP00000313875	0	0	0.203	0	0.074	0	0	0.364	0.489
CD209	CXCL9	9606.ENSP00000315477	9606.ENSP00000354901	0	0	0	0	0.141	0	0	0.369	0.434
CD209	CEL	9606.ENSP00000315477	9606.ENSP00000501111	0	0	0	0	0.055	0.045	0	0.580	0.588
CD46	ITGA2	9606.ENSP00000313875	9606.ENSP00000296585	0	0	0	0	0.060	0.292	0	0.225	0.439
CD46	CFB	9606.ENSP00000313875	9606.ENSP00000416561	0	0	0	0.573	0.044	0.046	0.500	0.466	0.724
CD46	CD55	9606.ENSP00000313875	9606.ENSP00000356030	0	0	0.166	0.639	0.148	0	0	0.786	0.834
CD55	CFB	9606.ENSP00000356030	9606.ENSP00000416561	0	0	0	0.566	0.059	0.046	0.500	0.610	0.801
CDC20	TRIP13	9606.ENSP00000361540	9606.ENSP00000166345	0	0	0	0	0.810	0.944	0	0.734	0.996
CDC20	RNASEH2A	9606.ENSP00000361540	9606.ENSP00000221486	0	0	0	0	0.408	0	0	0.176	0.492
CDC20	RAD51AP1	9606.ENSP00000361540	9606.ENSP00000228843	0	0	0	0	0.484	0	0	0.511	0.737
CDC20	CDC25B	9606.ENSP00000361540	9606.ENSP00000245960	0	0	0	0	0.181	0.153	0	0.715	0.786
CDC20	CDK4	9606.ENSP00000361540	9606.ENSP00000257904	0	0	0	0	0.451	0.288	0	0.495	0.785
CDC20	TROAP	9606.ENSP00000361540	9606.ENSP00000257909	0	0	0	0	0.768	0	0	0.288	0.827
CDC20	KIF11	9606.ENSP00000361540	9606.ENSP00000260731	0	0	0	0	0.920	0.143	0	0.825	0.987
CDC20	MCM4	9606.ENSP00000361540	9606.ENSP00000262105	0	0	0	0	0.544	0.191	0	0.705	0.882
CDC20	CHTF18	9606.ENSP00000361540	9606.ENSP00000262315	0	0	0	0	0.289	0.047	0	0.196	0.408
CDC20	MCM2	9606.ENSP00000361540	9606.ENSP00000265056	0	0	0	0	0.574	0.067	0	0.381	0.733
CDC20	SNRPF	9606.ENSP00000361540	9606.ENSP00000266735	0	0	0	0	0.178	0.044	0	0.434	0.516
CDC20	CDCA5	9606.ENSP00000361540	9606.ENSP00000275517	0	0	0	0	0.789	0	0	0.722	0.938
CDC20	MAD2L1	9606.ENSP00000361540	9606.ENSP00000296509	0	0	0	0	0.632	0.999	0.900	0.981	0.999
CDC20	MELK	9606.ENSP00000361540	9606.ENSP00000298048	0	0	0	0	0.897	0.046	0	0.665	0.964
CDC20	PCLAF	9606.ENSP00000361540	9606.ENSP00000300035	0	0	0	0	0.747	0	0	0.551	0.881
CDC20	TPX2	9606.ENSP00000361540	9606.ENSP00000300403	0	0	0	0	0.858	0	0	0.736	0.961
CDC20	CDT1	9606.ENSP00000361540	9606.ENSP00000301019	0	0	0	0	0.766	0.402	0	0.482	0.921
CDC20	CDC25A	9606.ENSP00000361540	9606.ENSP00000303706	0	0	0	0	0.401	0.153	0	0.709	0.839
CDC20	CDCA7	9606.ENSP00000361540	9606.ENSP00000306968	0	0	0	0	0.363	0.067	0	0.350	0.580
CDC20	MCM7	9606.ENSP00000361540	9606.ENSP00000307288	0	0	0	0	0.510	0	0	0.650	0.821
CDC20	CKS1B	9606.ENSP00000361540	9606.ENSP00000311083	0	0	0	0	0.520	0.741	0	0.787	0.971
CDC20	TYMS	9606.ENSP00000361540	9606.ENSP00000315644	0	0	0	0	0.560	0	0	0.470	0.757
CDC20	KIF15	9606.ENSP00000361540	9606.ENSP00000324020	0	0	0	0	0.740	0.126	0	0.336	0.836
CDC20	TACC3	9606.ENSP00000361540	9606.ENSP00000326550	0	0	0	0	0.733	0.114	0	0.384	0.842
CDC20	LMNB2	9606.ENSP00000361540	9606.ENSP00000327054	0	0	0	0	0.391	0	0	0.172	0.474
CDC20	CDKN3	9606.ENSP00000361540	9606.ENSP00000335357	0	0	0	0	0.799	0.178	0	0.364	0.885
CDC20	CENPA	9606.ENSP00000361540	9606.ENSP00000336868	0	0	0	0	0.835	0.091	0.800	0.603	0.986
CDC20	UBE2C	9606.ENSP00000361540	9606.ENSP00000348838	0	0	0	0	0.951	0.957	0.540	0.891	0.999
CDC20	IQGAP3	9606.ENSP00000361540	9606.ENSP00000354451	0	0	0	0	0.490	0.124	0	0.212	0.617
CDC20	EXO1	9606.ENSP00000361540	9606.ENSP00000355506	0.042	0	0	0	0.559	0.045	0	0.555	0.796
CDC20	CENPF	9606.ENSP00000361540	9606.ENSP00000355922	0	0	0	0	0.777	0	0.800	0.801	0.990
CDC20	DTL	9606.ENSP00000361540	9606.ENSP00000355958	0	0	0	0	0.485	0	0	0.400	0.678
CDC20	TTK	9606.ENSP00000361540	9606.ENSP00000358813	0	0	0	0	0.905	0.327	0	0.869	0.990
CDC20	CEP55	9606.ENSP00000361540	9606.ENSP00000360540	0	0	0	0	0.825	0	0	0.728	0.950
CDC20	STIL	9606.ENSP00000361540	9606.ENSP00000360944	0	0	0	0	0.436	0.045	0	0.274	0.574
CDC20	RAD54L	9606.ENSP00000361540	9606.ENSP00000361043	0	0	0	0	0.482	0.100	0	0.377	0.685
CDC20	KIF2C	9606.ENSP00000361540	9606.ENSP00000361298	0	0	0	0	0.908	0	0.800	0.787	0.995
CDC20	PAICS	9606.ENSP00000361540	9606.ENSP00000382595	0	0	0	0	0.187	0.046	0.246	0.339	0.562
CDC20	MYC	9606.ENSP00000361540	9606.ENSP00000478887	0	0	0	0	0.109	0.124	0	0.507	0.581
CDC20	TFDP1	9606.ENSP00000361540	9606.ENSP00000364519	0	0	0	0	0.173	0.292	0	0.371	0.599
CDC20	UBE2T	9606.ENSP00000361540	9606.ENSP00000494957	0	0	0	0	0.468	0.108	0	0.377	0.679
CDC20	UHRF1	9606.ENSP00000361540	9606.ENSP00000479617	0	0	0	0	0.553	0.049	0	0.319	0.685
CDC20	RFC4	9606.ENSP00000361540	9606.ENSP00000376272	0	0	0	0	0.379	0.062	0	0.615	0.756
CDC20	CHEK1	9606.ENSP00000361540	9606.ENSP00000391090	0	0	0	0	0.473	0.098	0	0.557	0.771
CDC20	MCM3	9606.ENSP00000361540	9606.ENSP00000480987	0	0	0	0	0.663	0.070	0	0.546	0.845
CDC20	RCC2	9606.ENSP00000361540	9606.ENSP00000364585	0	0	0	0	0.268	0	0.800	0.161	0.866
CDC20	HMMR	9606.ENSP00000361540	9606.ENSP00000377492	0	0	0	0	0.794	0.099	0	0.416	0.882
