Gene.symbol	logFC	P.Value	adj.P.Val
WDR7	-0.5296725858655673	1.266450947719759e-53	1.1754338010214484e-52
SLC25A22	0.6621273826126286	1.292011297925097e-53	1.197792954128739e-52
PLEKHA8P1	0.39782045432577995	1.5506255443325517e-53	1.4359144955415868e-52
RAD51AP1	0.9285463883119487	1.6077451629984663e-53	1.4871186530391036e-52
MYL6B	0.7587476168288525	1.7196446320566433e-53	1.58881905970857e-52
PABPC1	0.4756826507509313	1.7637135606348894e-53	1.6276898987105e-52
MRPL58	0.5408084356901632	1.881046242162637e-53	1.7340097089800144e-52
GHR	-1.5199835866654654	1.9014980522335902e-53	1.750882217813732e-52
XPO1	0.48296862703835686	2.026492892432656e-53	1.8638702686719765e-52
QTRT2	0.47842291055916153	2.5176376031996146e-53	2.3129908487568953e-52
CCDC59	0.5110322432669481	2.693882174582075e-53	2.4721222793546537e-52
TTK	1.020875540694914	2.7100871309762833e-53	2.4841957289455265e-52
TPD52L2	0.6519850504948046	2.9045572334914894e-53	2.6594648197440616e-52
SKP2	0.6759587468845236	3.098035736917915e-53	2.8334335825077544e-52
TENT5A	-0.930319379843521	3.3188671753374e-53	3.0320009654511743e-52
TXNIP	-1.0206373647943128	3.816274744748325e-53	3.482510962480863e-52
THUMPD2	0.47190970787443476	4.3100987836248935e-53	3.928746642926091e-52
SLC41A3	0.5268038225649878	4.6637953799264e-53	4.2463987207843835e-52
SOSTDC1	-1.239558015427738	4.776547014342736e-53	4.3442055379329186e-52
LSM5	0.6554437133570072	4.7993286490028595e-53	4.360058992276957e-52
NUDT3	0.48822105846447617	4.848181622067412e-53	4.399535861717967e-52
PRR11	0.7217327321221623	4.868330993270235e-53	4.412906480996567e-52
AGL	-0.56777897192217	5.360498169837327e-53	4.85363328733382e-52
SLC7A11	0.8604331985452065	5.559829740326121e-53	5.028529695218376e-52
RAN	0.6450501338802503	5.659333763699634e-53	5.112850425763671e-52
EPRS1	0.5106731547467849	5.699574615150783e-53	5.143503160450026e-52
PRIM1	0.7548399607284688	5.779707557901134e-53	5.2100483284664096e-52
EXOSC8	0.699043987594667	6.009418083860563e-53	5.411132371865163e-52
AURKB	0.8580696025553829	6.977337445610944e-53	6.2757530733204845e-52
SLC44A4	-1.2154586902039934	7.334272539753396e-53	6.589524468186376e-52
RPL8	0.45535739128081687	8.008561021811811e-53	7.18741891704234e-52
PEX5	0.4780609640631539	8.649932833148287e-53	7.754488741179912e-52
ARPIN	-0.5155499340043495	1.0539818716143933e-52	9.438349749215045e-52
MRPS2	0.5495743085298272	1.1947367031406244e-52	1.068705751250598e-51
CA9	1.8203022491207106	1.2644337841622623e-52	1.12981040648446e-51
DNAJA1	0.5391827595825642	1.3912634264351917e-52	1.2417749903636778e-51
GNB1L	0.4722834873637627	1.3943511372779883e-52	1.2431693017153532e-51
RAD23A	0.4929405520488661	1.5125830925563772e-52	1.3471081553269855e-51
RUVBL2	0.5549940806302214	1.6159323508026486e-52	1.4375799919968103e-51
NUDC	0.5450371524081881	1.6723592991040332e-52	1.486156589792668e-51
EIF4EBP1	0.7030645745481614	1.6765590533043633e-52	1.4882657652916402e-51
AFG3L2	-0.6408815006075415	2.6497995274848006e-52	2.3496426930874472e-51
SLC25A32	0.6881910216101463	2.8636786620824904e-52	2.5365345018815447e-51
KIF20B	0.6821560018004877	3.076272786801102e-52	2.7218834896462736e-51
OPTN	-0.617828184958924	3.3220107698170716e-52	2.936124269331813e-51
ITPA	0.5857837095365106	4.145077859728824e-52	3.659614244737832e-51
CDT1	0.8447331816785306	4.3776667736816955e-52	3.8607799284342137e-51
TM9SF4	0.7200690549572375	4.768301570278196e-52	4.200744810399678e-51
LGALS4	-1.3073570233811616	5.0856894666176074e-52	4.475516572728605e-51
SLC4A2	0.5974230301779206	5.315322855913487e-52	4.6725529614713064e-51
TUBB	0.6291087479228867	5.3507616602227695e-52	4.6986375828831195e-51
BAZ1B	0.488823543465184	5.432086859827746e-52	4.7649166653106886e-51
TCF7	0.8092754632947257	6.2973391983921565e-52	5.517958830935234e-51
CSTF3	0.5188393807518832	6.461963383305037e-52	5.656126703603947e-51
SCG2	-1.3438551698176493	6.751793864562346e-52	5.90347298308139e-51
MOCS3	0.6101578295821657	7.22055920542326e-52	6.306574165594228e-51
CDKN3	1.0076779846151922	7.56266904542591e-52	6.59830728599312e-51
LRRC1	-0.669692955004793	7.581049639046308e-52	6.60726989396667e-51
SDHA	-0.6587327886648282	7.773110814563321e-52	6.767423079901335e-51
KLK10	1.6902982816471228	7.825519723050006e-52	6.805780173226734e-51
IPO4	0.5925652236829126	7.931222434924414e-52	6.89035518360331e-51
PSMB3	0.4540230494575983	8.368269752420704e-52	7.262303537004933e-51
POLR2G	0.4738467927709724	1.0601759601624517e-51	9.190823297195553e-51
EIF4A3	0.40361591413418196	1.1384465857603188e-51	9.858874843103972e-51
LSM8	0.5360843369751738	1.2531920970996676e-51	1.084104288669341e-50
BIRC5	0.7932243612225838	1.2842500814915848e-51	1.1097936282157927e-50
CDC20	1.0983338182963482	1.489922769291885e-51	1.2861632041270733e-50
KIF1C	-0.4825111446210295	1.5331406368397502e-51	1.32207016397959e-50
DDX27	0.7480795114210412	1.8921226718365592e-51	1.6299056715429306e-50
SLC11A2	0.9068325441133247	1.991070679387784e-51	1.7133299858850108e-50
PLSCR3	0.6230184739456233	2.0377587363132097e-51	1.7516556901072096e-50
MORC4	0.6418059004085457	2.2309509343647327e-51	1.9157027570219394e-50
CACFD1	-0.5759330577052104	2.24171164858551e-51	1.9229166551919286e-50
CCDC85B	0.6882484483873608	2.4446165262871188e-51	2.0947613115366697e-50
PLAGL2	0.8142894232250377	2.5764146947576797e-51	2.2053785028970935e-50
ALG8	0.555272783264046	2.635702675208367e-51	2.2537608709625372e-50
CROT	-0.7872652961820306	2.708697729081645e-51	2.3137502929021306e-50
GTF2IRD1	0.8688800254708955	2.842461196172522e-51	2.4254676740952754e-50
PELI2	-0.8103692142179701	2.909619535718028e-51	2.480176736042491e-50
TFCP2	0.45391428910830367	2.9820036624390104e-51	2.539221300440491e-50
SLC39A6	0.673689386783626	3.019075991419504e-51	2.568105454496612e-50
SPDEF	-1.0794758917194516	3.4873789699399935e-51	2.9633630058436917e-50
CBX3	0.5795345724842207	3.5952085367214847e-51	3.0518077464316017e-50
ATAD3A	0.6144249159474295	3.7894854487113316e-51	3.2133732488604205e-50
STIL	0.8818783310155514	4.135324280670305e-51	3.502989351682154e-50
RRP15	0.5701725280123444	4.3868387152493145e-51	3.7121857414918653e-50
POLA2	0.5839120384691059	4.525992016619941e-51	3.8259656580327695e-50
RCAN1	-0.8122280307587904	4.6049587488398913e-51	3.8886848543312204e-50
ASF1B	0.8572295806143968	4.925529674991862e-51	4.152858524234097e-50
RAB5B	-0.4598891563367786	4.9279840384518e-51	4.152858524234097e-50
ABCB1	-1.5430915016349136	4.968196010284135e-51	4.182420380971633e-50
FOXD2	-1.0533078927204258	5.110466776246617e-51	4.297749613997285e-50
RIOX2	0.48436168808104973	7.383237272171377e-51	6.202680467105624e-50
POLA1	0.6377127673963567	8.032460190431664e-51	6.741145014606346e-50
EIF3H	0.5851399281414196	8.092741571777079e-51	6.784748052305701e-50
GPBP1L1	-0.46222973867392003	9.439554492564785e-51	7.905748156208679e-50
PTPN12	0.5716177417212869	9.601730677648584e-51	8.033316559769847e-50
RAB4B	-0.5497016863644371	9.998552895815247e-51	8.3567392356921485e-50
TMPRSS2	-1.0853614915453669	1.0009979833645394e-50	8.357717793481181e-50
ASPM	1.020638744922393	1.0179047857240516e-50	8.4901802444885325e-50
DDX54	0.4058220784992672	1.1267169307234278e-50	9.388155693727212e-50
MSH6	0.6778164051392457	1.4411716828381973e-50	1.199602455919149e-49
CASZ1	-0.548105650223464	1.47323432352849e-50	1.2250394390238435e-49
GINS2	0.9875097971286682	1.5030283609066648e-50	1.2485400726838342e-49
AP5M1	-0.6382245338156913	1.523521472493189e-50	1.2642745905648673e-49
CARHSP1	0.5626652494935431	1.586136155467702e-50	1.3148955779151888e-49
IPO7	0.6757183670476827	1.8604447900231614e-50	1.5407281091360509e-49
NCAPD2	0.7735081880368018	2.0392209853599549e-50	1.6870671888018551e-49
CDC25B	1.039629340770456	2.1452488703069616e-50	1.772985095753695e-49
STRAP	0.5171639614306951	2.291173486355073e-50	1.8916689706491885e-49
VPS37B	-0.6327779838182561	2.3276172695699754e-50	1.9198130698102965e-49
NPRL3	0.561141498250735	2.5139223462559897e-50	2.0713805055247783e-49
SCAPER	-0.6514605847533934	2.6445589717925313e-50	2.1768192991047814e-49
EHHADH	-0.9036014703958228	2.853256859058594e-50	2.34623513062245e-49
TARBP2	0.4263146344541626	3.152145480278606e-50	2.5893985402006415e-49
ZMIZ1	-0.5488873645940675	3.276554764040406e-50	2.688886684004559e-49
SOCS2	-0.8709149046605233	3.3519676421952614e-50	2.748006470447604e-49
IDH3A	-0.6013361690443926	3.554921267514361e-50	2.911462654168294e-49
PCSK7	-0.6825809479445422	3.6757231942096202e-50	3.0073763363066457e-49
PYCR3	0.5123375970652537	3.913239187620034e-50	3.1984940962804072e-49
NABP2	0.5108198657547582	3.9719332949727444e-50	3.2432148718169235e-49
CBX7	-0.9061987954644843	4.0142709577224153e-50	3.2745039073553513e-49
KLRB1	-1.218125056927195	4.503944762790716e-50	3.670264587198154e-49
BBLN	0.6288123430838857	4.76831546586889e-50	3.881818454681876e-49
ECH1	-0.6666647850935661	6.28919046077585e-50	5.11483164319984e-49
MMP10	1.4148505618671505	7.00243429900576e-50	5.689216062073573e-49
VWA5A	-0.7919101221942775	7.787380689240728e-50	6.320653908030148e-49
APEX1	0.47412193673001823	8.376585248744168e-50	6.7921187255737545e-49
DGLUCY	-0.7609206074074013	9.464633371191605e-50	7.665674075167047e-49
STAP2	-0.872679262324592	9.47273750606604e-50	7.665674075167047e-49
COQ9	-0.4474829923507784	9.55990112241964e-50	7.728535143511672e-49
IQGAP1	-0.44324359789098544	9.65375769699189e-50	7.79667705379454e-49
RXYLT1	0.5245110892928286	9.94212420122774e-50	8.021620803545034e-49
ZNRD2	0.5017431897306741	1.0906225737220086e-49	8.790784721326062e-49
EMC8	0.4776129145970902	1.1044027876042755e-49	8.89306157726012e-49
CRYZL1	-0.5297791698875756	1.1801545927729346e-49	9.493662168318505e-49
ARHGAP15	-0.7531099279620088	1.2615369557576525e-49	1.013832805963423e-48
LXN	-0.8976964974585506	1.2933968269390679e-49	1.0384128810567945e-48
DUSP4	1.2462516387599365	1.3574461564070984e-49	1.0887626701340005e-48
BLM	0.7081599647311192	1.359434608935975e-49	1.0892854108376854e-48
RNF125	-0.6361937563763496	1.6552735535776337e-49	1.3250318455897973e-48
USPL1	0.6109027257290833	1.68990033695186e-49	1.3514227522885875e-48
BHLHE40	1.0138164840103858	1.7651617974369377e-49	1.4102258320895692e-48
CAMSAP1	0.5655381162279829	1.8339706634358724e-49	1.463763656840247e-48
H2AZ1	0.5504260071272622	1.8403807892044407e-49	1.467442568613208e-48
NUP133	0.46518574859823936	1.8794609623563854e-49	1.4971385515388254e-48
UQCRFS1	-0.4844857067236994	2.6672398112758107e-49	2.1225915255943927e-48
ACSL6	1.2506565646724486	2.8201669653683567e-49	2.2421015220279745e-48
RRM2	1.076721442453648	2.8806270812208423e-49	2.2864926034714006e-48
PA2G4	0.5370860706056977	2.8816148039822413e-49	2.2864926034714006e-48
BTD	-0.6034523594258783	2.911888912594477e-49	2.3082668043514004e-48
HROB	0.4845148209728869	3.120948000166898e-49	2.4715845727269245e-48
NTHL1	0.6319251250843205	3.443294749220104e-49	2.724214457416954e-48
DUSP14	0.661187457582673	3.511616449368301e-49	2.775573467109824e-48
DCLRE1A	0.5027640936972366	3.6148712259327636e-49	2.854417211252528e-48
CKB	-1.717753158872565	4.219216555018494e-49	3.328402294951182e-48
LMCD1	0.9135878782898068	4.5305257264983916e-49	3.570527480196847e-48
IMPA2	-0.7597821017730446	4.705998113396316e-49	3.705234649861505e-48
CETN2	0.6515876100575557	4.754674752929633e-49	3.739946386257102e-48
STIP1	0.645656809508651	4.971493302354398e-49	3.906721207414271e-48
LITAF	-0.6492448856875122	5.043577328397364e-49	3.959548328430647e-48
AMZ2	0.5479424071717496	5.235642150633065e-49	4.1063761198757313e-48
TTPAL	0.6478857536143856	5.3749279715368425e-49	4.211566157697474e-48
FAM50A	0.5079346594982255	5.5861634074546105e-49	4.37287661934175e-48
P3H2	-1.31659273647365	5.5929193223280704e-49	4.373963489217989e-48
CENPE	0.8076898105127022	5.893568637317587e-49	4.604668343768075e-48
FERMT1	1.0238410217996208	6.707432195101371e-49	5.23552346339857e-48
FAS	-0.7875317052530955	7.586560200074105e-49	5.916064982813768e-48
MUC2	-2.399535456648909	7.850231259539703e-49	6.115825481260903e-48
RBMX	0.5048088293795399	7.866370652553621e-49	6.122545792517617e-48
CSNK1E	0.5012057423740153	8.349379011635538e-49	6.492279538723091e-48
F2RL1	-1.0724615987495145	8.811659211250002e-49	6.845205997376194e-48
C20orf27	0.6180296301489596	8.877331758480306e-49	6.889654904748192e-48
FAM174C	0.4369081931710017	8.924696870276963e-49	6.919824433481158e-48
CENPO	0.4554560570222579	9.854403105463338e-49	7.633415485401212e-48
WDCP	0.4340482217475943	9.939065723866242e-49	7.691685335592214e-48
HDGF	0.5463550032277897	1.0686992525021566e-48	8.262647256774264e-48
KBTBD2	0.426800709337412	1.0889575148008958e-48	8.411293638021327e-48
PTEN	-0.49035707125506267	1.1420406467362109e-48	8.812963286224793e-48
ABCC10	0.4587100623814937	1.1461698420637458e-48	8.836459832523619e-48
PLCG2	-0.8577774009882582	1.1682936478561724e-48	8.998511282022636e-48
HS2ST1	0.6373070001041752	1.2831678129042216e-48	9.873970261904157e-48
PRMT5	0.4902145180330937	1.2936090915289648e-48	9.944924987612768e-48
INTS7	0.46909477173264147	1.3383033931393085e-48	1.0278825966722172e-47
MTAP	0.6230702839347773	1.3706573414079382e-48	1.0517407415379744e-47
CAST	-0.5873203262386788	1.385033439372597e-48	1.0617721070035082e-47
LAMTOR3	-0.48029582606197074	1.5465476109370763e-48	1.1844752332261499e-47
MID1IP1	0.6394796849148037	1.6080126413709905e-48	1.230286440490917e-47
HECTD3	-0.51012553791365	1.6093819432609124e-48	1.230286440490917e-47
TARBP1	0.6285694559544321	1.6677729708133678e-48	1.273728391673677e-47
B9D1	0.578185782217159	1.7237242549994387e-48	1.3152274301489163e-47
EMP1	-1.127491393394342	1.8395609230793145e-48	1.402299528734643e-47
MMP12	1.7956883965614345	1.951360654247772e-48	1.4861343898565506e-47
MUL1	-0.37175307164385885	2.0338906526445937e-48	1.5475420101214559e-47
RFC2	0.5644082128393553	2.3532906379945655e-48	1.7888960269606078e-47
NOL8	0.5081950240320605	2.5650387910257896e-48	1.9480429737249915e-47
NAA15	0.5179563463462973	2.706492643154236e-48	2.0535575930227067e-47
EGLN3	-1.1666908016944584	2.772521323894871e-48	2.1017001179924937e-47
SECTM1	-1.1162198893603836	2.7816220800461564e-48	2.1066392500275213e-47
MAPRE1	0.6514404338131303	2.931728900364292e-48	2.2182598708513106e-47
UBE2J1	-0.5040296522416128	2.9443723690143727e-48	2.225759780621347e-47
ETFA	-0.6706308924498998	2.965970243579458e-48	2.240008481457739e-47
PTK7	0.8371097780029997	3.290345072563159e-48	2.4826872218812206e-47
PEX26	-0.5285422698486908	3.3743783338585584e-48	2.543738116800499e-47
ZW10	0.5004632100533382	3.8012844116863315e-48	2.862908195086129e-47
CHAF1A	0.47821352284797847	3.876431359676372e-48	2.9168087857804943e-47
GADD45GIP1	0.44206265316084004	3.940079679745591e-48	2.961965803528305e-47
HMMR	0.9546330482251664	4.172458310963426e-48	3.1337661544738206e-47
CASP7	-0.8557728131244318	4.2765978133733056e-48	3.2090235341785516e-47
PCBD1	0.5489009846898831	5.281233366089417e-48	3.9592245354427466e-47
RIOX1	0.47059984049913783	5.4054275710340363e-48	4.048605632018048e-47
ACLY	0.5875856990294714	5.4628488003026083e-48	4.0878562785735497e-47
MAK16	0.533767219856669	5.581007361088278e-48	4.172443026193429e-47
JAM2	-0.9134833783524332	6.029861631002508e-48	4.503881066089775e-47
HACD3	0.6925495810719662	6.433802418461802e-48	4.801195595974838e-47
MS4A2	-0.793520139317053	6.553477544209054e-48	4.886028225778553e-47
GINS4	0.823603226449702	6.940946404180007e-48	5.170180278579788e-47
EIF5A2	0.5267647583690378	7.478521057673496e-48	5.565522200820212e-47
UGT2B17	-3.608327026801204	7.816299646220598e-48	5.811589946811281e-47
XK	-0.727192597664013	7.947918925667462e-48	5.904064842777041e-47
TEDC2	0.4356529154367266	8.423183792942018e-48	6.251413909716257e-47
PGAP4	-0.8172885033471946	8.443393628047452e-48	6.260711071424812e-47
PMM1	-0.6827424365080139	9.452666546202079e-48	7.002707244090976e-47
GATD3	-0.4703247131433219	9.502620550992805e-48	7.033320151683957e-47
ARFGAP1	0.6749026063658139	1.0434896893992705e-47	7.716331650557763e-47
PPP1R14D	-1.0737106288641094	1.0560072481605154e-47	7.801816015648268e-47
CCNA2	0.903145606387481	1.066288783776818e-47	7.870640669381602e-47
RFC5	0.597761807051298	1.1501363123179386e-47	8.481864985591748e-47
POLR1G	0.5019419404252963	1.2226582454546588e-47	9.008537108688983e-47
SLC7A6	0.580633146346698	1.2447309080761677e-47	9.16288362232402e-47
MARCKS	-0.6099918734683545	1.3358804156529878e-47	9.824990529924365e-47
ERGIC3	0.5348612356198466	1.446252449315086e-47	1.0627151676707516e-46
PROX1	1.1355577645916926	1.584884594197321e-47	1.1635337439742314e-46
SEMA4G	-0.7507874871969147	1.6870304823871e-47	1.2374087669642193e-46
TFCP2L1	-0.9108457885400139	1.7481074626131876e-47	1.28105465043479e-46
SRPK1	0.6114524673069646	1.9519027139608508e-47	1.4291154731416866e-46
EPHB3	1.059419820194492	2.2749710802294525e-47	1.6641597246669487e-46
COL5A1	1.2189232603533293	2.3105275315328658e-47	1.688653708920298e-46
PRPF6	0.6467781682844169	2.445145878391645e-47	1.7854385092306015e-46
THOC6	0.48901837545645765	2.5266320734876123e-47	1.8432878036571665e-46
MLST8	0.3954653685262599	2.6049668246117107e-47	1.8987365522147435e-46
SAMD9	-1.1064033395279793	2.6224363349809147e-47	1.909761724196557e-46
MATCAP2	0.690718020113172	2.953601184702742e-47	2.149008576262736e-46
UQCRC2	-0.5315695894014816	3.028597980434362e-47	2.2016097183371648e-46
MAL	-0.7806956411295936	3.4635438835782686e-47	2.5155453749803305e-46
CAMKMT	0.46590513228524877	3.786786148033321e-47	2.7478646767874917e-46
POLE2	0.7781065573040209	4.672222662775431e-47	3.3873614305121874e-46
AEN	0.6953281371997582	5.477157495670285e-47	3.967409460641525e-46
GNL2	0.47302713324914336	5.713654458066781e-47	4.135041756552948e-46
CDHR5	-1.0847447329782822	5.735411370959641e-47	4.147104459800365e-46
RETREG1	-0.9479976363970408	6.210593270748535e-47	4.4867131705079625e-46
ADD1	-0.42943803636897826	6.32876095268644e-47	4.568031266912472e-46
INO80B	0.4381014558776801	6.434661050386198e-47	4.640358663681162e-46
DRG1	0.38936789728747456	6.515221735527599e-47	4.694300788931424e-46
COPS6	0.5064422453266939	6.534348130644999e-47	4.703922519136581e-46
GOT1	-0.6371963754213841	6.984814830963442e-47	5.023764877098066e-46
NECTIN3	-0.864371685980803	7.882295362324696e-47	5.6642702740373856e-46
MEST	0.6565772620386401	8.05269058230436e-47	5.781618991647421e-46
MAPKAPK3	0.5586423998724923	8.246825456227448e-47	5.915790549542031e-46
POLR1E	0.5875604657712099	1.012011807139956e-46	7.253196320478014e-46
PARPBP	0.6994086177364807	1.1842866095409078e-46	8.4757874825769e-46
ZDHHC7	-0.43372026165117816	1.1846756586888073e-46	8.4757874825769e-46
PLS1	-1.0029043747739177	1.2248975409289e-46	8.755868474587374e-46
HPRT1	0.5878686451548543	1.350748410580576e-46	9.647019104137697e-46
TLN2	-0.6415032104599812	1.4156556958532588e-46	1.0101732281530829e-45
DNM2	-0.5606727720804869	1.5034190789470525e-46	1.0718601989798364e-45
BUD31	0.3941378692367703	1.6045670122451534e-46	1.1429734775162374e-45
FAM83E	-0.6743444392886042	1.6224768272094597e-46	1.1547217174611256e-45
C2orf49	0.4252512703606559	1.6588627807179938e-46	1.1795875043691912e-45
R3HDM4	0.5014331918515484	1.8930628483398713e-46	1.344949359295694e-45
UBAP2L	0.4717993991173737	1.896312558831874e-46	1.3460845855331831e-45
RAP1A	-0.5198581596337313	1.9779579342280744e-46	1.402818033596569e-45
TBCD	0.4185343884641375	2.220520059999447e-46	1.573479823385695e-45
PRMT1	0.6022417901236565	2.385927927565455e-46	1.689220389377141e-45
LPCAT4	-0.630767842453511	2.5380598158937924e-46	1.7953688749755656e-45
SDHB	-0.4579101776065748	2.609898353454321e-46	1.8445847079184096e-45
DPP8	-0.3740886767864655	2.994128964574631e-46	2.1143116925752744e-45
C12orf29	0.6335271156796001	3.029724491004225e-46	2.1375952274626346e-45
TCF7L2	-0.5932209312110466	3.2377621103385228e-46	2.2823982212066283e-45
CSNK1G2	0.5255810545818171	3.269159440710439e-46	2.302539350246272e-45
NIPAL3	-0.5431688994497357	3.509872855131107e-46	2.4699442052213638e-45
FAM216A	0.7773254732574353	3.686634551746001e-46	2.5920953375477278e-45
ASPHD1	0.7590753168757525	3.796675822637759e-46	2.667164765403026e-45
POLD1	0.5683118115335617	4.122881176432557e-46	2.893829345973205e-45
PRR5L	-0.834994797235387	4.225272815282663e-46	2.9631452815609655e-45
PPP2CB	-0.4791826108655961	4.7333663122803876e-46	3.31661238854453e-45
LGALSL	-0.6142557241781557	5.2337448201828144e-46	3.6640710085626937e-45
PPP2R3B	0.5417670183907832	5.476733196540252e-46	3.8308926024554946e-45
ESPL1	0.5960905369751197	7.02658387754615e-46	4.9107746156195174e-45
NUP42	0.46658693634742576	7.341978629352406e-46	5.1268023865118045e-45
PDCD2	0.47080635102506996	7.758607324039228e-46	5.4130899900338755e-45
ZFP64	0.3868746236806979	8.070325437328571e-46	5.625755516577462e-45
TTC38	-0.7092684785588776	8.402290304081897e-46	5.85215928956952e-45
DEFB1	-1.647770986208739	8.961979735649817e-46	6.236650116636239e-45
UBE2H	0.5161510975189909	9.16995211286698e-46	6.375933427282681e-45
PUF60	0.5228981405201374	1.0300818956614242e-45	7.156127338230984e-45
PIP5K1B	-0.84844236726238	1.0393259371061931e-45	7.214196815569307e-45
NCOR1	-0.43396488089107343	1.0878646646571098e-45	7.544688640247479e-45
PRIM2	0.4976515443902372	1.1273179553683251e-45	7.811661580184083e-45
UTP11	0.4951882415174831	1.1569702657088181e-45	8.010323445421546e-45
COX7C	-0.3274770829103151	1.1810076428218329e-45	8.165839547158554e-45
FOLR2	-0.9166616828086962	1.1814363512210009e-45	8.165839547158554e-45
KCTD14	0.8634596517734519	1.2269876035312724e-45	8.473493204386727e-45
MGAT4A	-0.7011072221669252	1.2600610291236433e-45	8.694527795367121e-45
CDC25A	0.8067685140681133	1.2834920359020286e-45	8.848711167991228e-45
TIMM8A	0.6000339586435182	1.3531997547468832e-45	9.321407270864203e-45
VRK2	0.4103428343165607	1.4108611794784617e-45	9.710395060447622e-45
CDC25C	0.6633651969864687	1.9639172997756773e-45	1.350545322858396e-44
METTL5	0.4274077497239155	2.0709826850529233e-45	1.4229711551851832e-44
SKIL	0.592567333918149	2.104909550527032e-45	1.445063852337387e-44
NUP210	0.6507041272746044	2.245022117428288e-45	1.539956669606323e-44
MED28	0.4719119760144945	2.356019510504348e-45	1.61473532305298e-44
RPS5	0.45393097393924897	2.4432379373580483e-45	1.6731047018093054e-44
UCKL1	0.5696527987587192	3.0926574702093884e-45	2.1160424621944842e-44
MAPK6	-0.6705532287095455	3.1784029711637355e-45	2.1728863936252753e-44
LAPTM4B	0.885832825230036	3.519246106214375e-45	2.4038840334904395e-44
DPH2	0.4086715054384582	3.944117081865352e-45	2.6918433919699124e-44
PHKA1	0.48370557383506263	4.101121854612982e-45	2.7966562337440323e-44
TAGLN2	0.44046170715934707	4.1157254433331234e-45	2.804268113521875e-44
NOL11	0.43172475078276307	4.1345358978272416e-45	2.8147312474013526e-44
PGRMC2	-0.3749844123682067	4.293469166226654e-45	2.9204908376945747e-44
ATP6V0D1	-0.6661347356651426	4.342278267126615e-45	2.951228156698481e-44
SMAP1	-0.5240458968702963	4.3756652670297463e-45	2.9714413550854504e-44
CDK2	0.49631271028985235	4.7552205051579594e-45	3.2265022395114246e-44
FCGBP	-1.8978583624498988	4.9261489097760264e-45	3.339699456386426e-44
TGM2	0.6773219575561056	4.979285407184772e-45	3.372917438333226e-44
METTL13	0.41430820331024254	5.192906528390309e-45	3.5147006063000524e-44
HEXIM1	-0.5329752424590453	5.839182013779072e-45	3.9488376954593905e-44
ARHGAP17	-0.4618727592688412	5.883403308546646e-45	3.975443910559421e-44
S100A9	1.5542799774739882	6.522468856131555e-45	4.403612154814916e-44
PRSS22	0.4952818544235731	6.534559581779762e-45	4.408123015887689e-44
SUPT16H	0.48396799512878097	6.775312219420559e-45	4.566750974032931e-44
TRIP6	0.9188563418335374	7.431217356248804e-45	5.004709936865414e-44
SMARCA4	0.48552432887588637	8.433038825897581e-45	5.674717868888472e-44
MFAP4	-1.307784272411216	8.675572989484063e-45	5.833105964629177e-44
AP3S2	-0.5350810486226942	9.61899952395552e-45	6.462096217701033e-44
NOD2	0.7801693938734289	1.0782990307260831e-44	7.238104449247818e-44
ATP5MC3	-0.44752317957171606	1.20201903534564e-44	8.061936723482815e-44
SLC1A5	0.6353346819053822	1.223814195472081e-44	8.20136667672861e-44
SERPINB5	1.7699128548919099	1.2329130624147859e-44	8.255553447508702e-44
UBE2O	0.39752396285247116	1.262779098180148e-44	8.448593490205276e-44
GHITM	-0.4702669969654263	1.4500568619568876e-44	9.693612278988249e-44
CDKN2A	1.1734513915665055	1.535746942397131e-44	1.0251217729738453e-43
HSD17B10	0.5082508855102876	1.5359843966143883e-44	1.0251217729738453e-43
SLC25A15	0.5960979618990834	1.5664536211237514e-44	1.044601518701919e-43
SNX10	0.747897607629227	1.6957284132663557e-44	1.1298847783898229e-43
TRIT1	0.5192038715558525	1.7787504703681298e-44	1.1842350966527688e-43
CHI3L1	1.2489738623186168	1.917929575872016e-44	1.275853723573964e-43
OSBPL10	0.502487832004122	1.9247780125456974e-44	1.27936509169942e-43
PHYH	-0.6906927983031252	1.936822427412477e-44	1.2863215942122474e-43
VIP	-2.205579644484577	1.9734538371149484e-44	1.309582680671801e-43
CXCL5	1.6638258385400437	2.0364200347339083e-44	1.350267442070514e-43
G6PD	0.4626099160367261	2.0719692252548363e-44	1.3727217249269642e-43
DENR	0.4360689988870057	2.1427215488324838e-44	1.4184433713595378e-43
DBF4	0.647453387831475	2.2097666299041886e-44	1.461638658042957e-43
MRPS30	0.4963784574198602	2.7932586302690323e-44	1.84608796253547e-43
PFKFB3	0.6716773222386578	3.1499977022986703e-44	2.080172712806472e-43
PKM	0.6440911401714224	3.2193744518435015e-44	2.1242657820301776e-43
REXO2	0.5394067711943986	3.25205776919172e-44	2.144095369024541e-43
POLR2I	0.43471016360686754	3.341235350627551e-44	2.2011096905629678e-43
KRT23	1.8361213057035837	3.3556438498221494e-44	2.2088159719063568e-43
KNTC1	0.5983199561815971	3.6115111950501694e-44	2.375319187123796e-43
ASAP1	0.6712825728299743	3.621006822645966e-44	2.37964391917274e-43
MFSD10	0.4270717003788196	3.905831187425601e-44	2.564755708809929e-43
PNPO	0.5770037790674802	3.9681826716550484e-44	2.603600691732447e-43
TMEM39A	0.4514874743680828	4.1281600992723154e-44	2.7063858929179483e-43
TARS1	0.4261462631135089	4.2820479175644967e-44	2.8050167588611803e-43
DNAJA3	0.5523141264523819	4.57225110387321e-44	2.992712790800224e-43
